audio_filename,1_engine,2_machinery-impact,3_non-machinery-impact,4_powered-saw,5_alert-signal,6_music,7_human-voice,8_dog,1-1_small-sounding-engine,1-2_medium-sounding-engine,1-3_large-sounding-engine,1-X_engine-of-uncertain-size,2-1_rock-drill,2-2_jackhammer,2-3_hoe-ram,2-4_pile-driver,2-X_other-unknown-impact-machinery,3-1_non-machinery-impact,4-1_chainsaw,4-2_small-medium-rotating-saw,4-3_large-rotating-saw,4-X_other-unknown-powered-saw,5-1_car-horn,5-2_car-alarm,5-3_siren,5-4_reverse-beeper,5-X_other-unknown-alert-signal,6-1_stationary-music,6-2_mobile-music,6-3_ice-cream-truck,6-X_music-from-uncertain-source,7-1_person-or-small-group-talking,7-2_person-or-small-group-shouting,7-3_large-crowd,7-4_amplified-speech,7-X_other-unknown-human-voice,8-1_dog-barking-whining
00_000066.wav,0.8111474514007568,0.10226006805896759,0.05697224661707878,0.05012404918670654,0.1619683802127838,0.03742902725934982,0.09382403641939163,0.023337002843618393,0.07375839352607727,0.190230131149292,0.8875239491462708,,0.016041649505496025,0.012377828359603882,0.003472377546131611,0.003127383766695857,,0.07489034533500671,0.005049148574471474,0.026798080652952194,0.005652412306517363,,0.04592147842049599,0.0024717419873923063,0.03527446091175079,0.007247143425047398,,0.0033266576938331127,0.0026794166769832373,0.002841311739757657,,0.03797497972846031,0.006606193725019693,0.0036745560355484486,0.0016078785993158817,,0.005959139671176672
00_000118.wav,0.46213585138320923,0.0744628980755806,0.08267951011657715,0.04193027317523956,0.08820546418428421,0.05124720558524132,0.7637442350387573,0.029094427824020386,0.07081088423728943,0.2736354470252991,0.09155145287513733,,0.006450161803513765,0.0059041609056293964,0.0030028889887034893,0.0031192721799016,,0.09195076674222946,0.003969945013523102,0.00791742280125618,0.0036491858772933483,,0.03476077690720558,0.0032595726661384106,0.016170993447303772,0.004023937974125147,,0.005182863213121891,0.006373542360961437,0.004211184568703175,,0.8089126348495483,0.3796250820159912,0.010815668851137161,0.004394770599901676,,0.012658735737204552
00_000275.wav,0.8482943773269653,0.0895114317536354,0.05526116490364075,0.046381838619709015,0.0784197524189949,0.040837470442056656,0.10560468584299088,0.0213076900690794,0.23853519558906555,0.718583345413208,0.8244881629943848,,0.013308887369930744,0.012283585965633392,0.005508930888026953,0.003236170392483473,,0.05031788349151611,0.004555460065603256,0.016391515731811523,0.0053948755376040936,,0.018123600631952286,0.002428834093734622,0.021477926522493362,0.008349407464265823,,0.00444712582975626,0.0030656196177005768,0.0025919717736542225,,0.03854580596089363,0.007112411316484213,0.005384428426623344,0.001930074067786336,,0.005762812215834856
00_000277.wav,0.2576395273208618,0.09185786545276642,0.06889696419239044,0.05204618349671364,0.6908091306686401,0.0523437075316906,0.26479682326316833,0.03477772697806358,0.019008513540029526,0.09943138062953949,0.0517633818089962,,0.010609804652631283,0.007745184935629368,0.004610616248100996,0.003154197009280324,,0.031113598495721817,0.005227040499448776,0.0062522850930690765,0.004604470916092396,,0.0472605898976326,0.10179580748081207,0.8128887414932251,0.021159831434488297,,0.006594579201191664,0.007513341959565878,0.0037297748494893312,,0.22676235437393188,0.006785009987652302,0.005893506575375795,0.0028048716485500336,,0.012071571312844753
00_000357.wav,0.7311056852340698,0.08536646515130997,0.17195680737495422,0.04953819885849953,0.0997520163655281,0.05274762585759163,0.14959731698036194,0.03059432841837406,0.14912216365337372,0.6924468874931335,0.11376158893108368,,0.008532826788723469,0.00589520949870348,0.006729172542691231,0.005430786870419979,,0.17300230264663696,0.004131794441491365,0.006850861944258213,0.0031706898007541895,,0.021194878965616226,0.004715134389698505,0.010484490543603897,0.00570330023765564,,0.004249833524227142,0.005482735112309456,0.010983878746628761,,0.06978684663772583,0.007715340703725815,0.010134676471352577,0.0028984530363231897,,0.010720659047365189
00_000436.wav,0.7637510299682617,0.13838310539722443,0.09548106044530869,0.06408676505088806,0.438093364238739,0.0334911048412323,0.08000969141721725,0.017414405941963196,0.10349893569946289,0.28776732087135315,0.8373673558235168,,0.04063817486166954,0.023263443261384964,0.004826817195862532,0.0029700661543756723,,0.1845604032278061,0.006317244842648506,0.032061196863651276,0.012218581512570381,,0.25041815638542175,0.002078606514260173,0.01350623182952404,0.007510960102081299,,0.0030557720456272364,0.0022553871385753155,0.0018301545642316341,,0.027319252490997314,0.006072924006730318,0.0047051263973116875,0.0012417302932590246,,0.003884427947923541
00_000440.wav,0.7555109262466431,0.13010521233081818,0.06896663457155228,0.06910748034715652,0.763480544090271,0.05627977102994919,0.1674012392759323,0.03026382066309452,0.08043094724416733,0.3888867199420929,0.6253567337989807,,0.023945827037096024,0.02126685529947281,0.009214990772306919,0.005984385963529348,,0.02969219535589218,0.01048737857490778,0.01277590449899435,0.01338233519345522,,0.8956769704818726,0.011105336248874664,0.020239079371094704,0.012998675927519798,,0.0060754334554076195,0.005492836236953735,0.006293983198702335,,0.042398545891046524,0.036086034029722214,0.008429894223809242,0.003354355227202177,,0.009119099006056786
00_000612.wav,0.41334015130996704,0.08734556287527084,0.19131407141685486,0.04318506270647049,0.7317636609077454,0.04494806379079819,0.6423938870429993,0.02302347496151924,0.03230244293808937,0.1111970767378807,0.4291870892047882,,0.01126602292060852,0.011262228712439537,0.0039358255453407764,0.0036152477841824293,,0.20559556782245636,0.003724118461832404,0.008680871687829494,0.004894694313406944,,0.8033621311187744,0.006664866115897894,0.012393208220601082,0.008353554643690586,,0.006208872888237238,0.005161860026419163,0.0019027837552130222,,0.6690088510513306,0.012664602138102055,0.008592505939304829,0.001990176737308502,,0.009902370162308216
00_000688.wav,0.6193472743034363,0.09778769314289093,0.06886380165815353,0.056866779923439026,0.5175794363021851,0.04544805735349655,0.12289559841156006,0.021273549646139145,0.09275123476982117,0.1093212366104126,0.43912994861602783,,0.01447067316621542,0.014105074107646942,0.004801691975444555,0.0029379921033978462,,0.08998174965381622,0.007426613941788673,0.008729674853384495,0.008347529917955399,,0.019011594355106354,0.002657528966665268,0.6476384997367859,0.006928811781108379,,0.005504125263541937,0.003041377291083336,0.003900624345988035,,0.10590318590402603,0.00804182980209589,0.00580851174890995,0.0018414746737107635,,0.0056029087863862514
00_000765.wav,0.35969871282577515,0.11416882276535034,0.3328608572483063,0.04402727261185646,0.1163620576262474,0.06238237023353577,0.7982367277145386,0.03607851639389992,0.028651634231209755,0.06289172172546387,0.0742974653840065,,0.007280855905264616,0.007175869774073362,0.006052121985703707,0.02391367405653,,0.4279681146144867,0.004122943617403507,0.0077244993299245834,0.0053164162673056126,,0.02696802280843258,0.003225814551115036,0.012699284590780735,0.008147560991346836,,0.006923533510416746,0.008041691035032272,0.003921575844287872,,0.8529821634292603,0.03121889755129814,0.044554442167282104,0.00417315773665905,,0.03151397779583931
